municipality,iata_code,,name,iso_region
Goodyear,GYR,,Phoenix Goodyear Airport,US-AZ
Gary,GYY,,Gary Chicago International Airport,US-IN
Glacier Creek,KGZ,,Glacier Creek Airport,US-AK
Ta Noun,DSY,,Dara Sakor International Airport,KH-9
Hamilton,HAB,,Marion County Rankin Fite Airport,US-AL
Half Moon Bay,HAF,,Half Moon Bay Airport,US-CA
Three Rivers,HAI,,Three Rivers Municipal Dr Haines Airport,US-MI
Hamilton,HAO,,Butler Co Regional Airport - Hogan Field,US-OH
Hattiesburg,HBG,,Hattiesburg Bobby L Chain Municipal Airport,US-MS
Hobart,HBR,,Hobart Regional Airport,US-OK
Holdrege,HDE,,Brewster Field,US-NE
Hayden,HDN,,Yampa Valley Airport,US-CO
West Helena,HEE,,Thompson-Robbins Airport,US-AR
Manassas,MNZ,,Manassas Regional Airport/Harry P. Davis Field,US-VA
Natchez,HEZ,,Natchez–Adams County Airport / Hardy-Anders Field,US-MS
Hartford,HFD,,Hartford Brainard Airport,US-CT
Hoffman,HFF,,Mackall Army Air Field,US-NC
Hagerstown,HGR,,Hagerstown Regional Richard A Henson Field,US-MD
Hawthorne,HHR,,Jack Northrop Field Hawthorne Municipal Airport,US-CA
Hugo,HUJ,,Stan Stamper Municipal Airport,US-OK
Hibbing,HIB,,Range Regional Airport,US-MN
Whitefield,HIE,,Mount Washington Regional Airport,US-NH
Ogden,HIF,,Hill Air Force Base,US-UT
Lake Havasu City,HII,,Lake Havasu City International Airport,US-AZ
Portland,HIO,,Portland Hillsboro Airport,US-OR
Blytheville,HKA,,Blytheville Municipal Airport,US-AR
Jackson,HKS,,Hawkins Field,US-MS
Hickory,HKY,,Hickory Regional Airport,US-NC
Batesville,HLB,,Hillenbrand Industries Airport,US-IN
Hill City,HLC,,Hill City Municipal Airport,US-KS
Wheeling,HLG,,Wheeling Ohio County Airport,US-WV
Holland,HLM,,Park Township Airport,US-MI
Helena,HLN,,Helena Regional Airport,US-MT
Fort Cavazos (Killeen),HLR,,Hood Army Air Field,US-TX
Alamogordo,HMN,,Holloman Air Force Base,US-NM
Hemet,HMT,,Hemet Ryan Airport,US-CA
Huntingburg,HNB,,Huntingburg Airport,US-IN
Las Vegas,HSH,,Henderson Executive Airport,US-NV
Hobbs,HOB,,Lea County Regional Airport,US-NM
Huron,HON,,Huron Regional Airport,US-SD
Fort Campbell,HOP,,Campbell Army Airfield (Fort Campbell),US-KY
Hot Springs,HOT,,Memorial Field Airport,US-AR
Houston,HOU,,William P Hobby Airport,US-TX
White Plains,HPN,,Westchester County Airport,US-NY
Hampton,HPT,,Hampton Municipal Airport,US-IA
Baytown,HPY,,Baytown Airport,US-TX
Hoquiam,HQM,,Bowerman Airport,US-WA
Hermiston,HES,,Hermiston Municipal Airport,US-OR
Harlingen,HRL,,Valley International Airport,US-TX
Harrison,HRO,,Boone County Airport,US-AR
Harrisburg,HSB,,Harrisburg-Raleigh Airport,US-IL
Hatteras,HNC,,Billy Mitchell Airport,US-NC
Thermopolis,THP,,Hot Springs County Airport,US-WY
Hastings,HSI,,Hastings Municipal Airport,US-NE
Hot Springs,HSP,,Ingalls Field,US-VA
Homestead,HST,,Homestead ARB Airport,US-FL
Huntsville,HSV,,Huntsville International Carl T Jones Field,US-AL
Hawthorne,HTH,,Hawthorne Industrial Airport,US-NV
Houghton Lake,HTL,,Roscommon County - Blodgett Memorial Airport,US-MI
East Hampton,HTO,,Town of East Hampton Airport,US-NY
Huntington,HTS,,Tri-State Airport / Milton J. Ferguson Field,US-WV
South Point,HTW,,Lawrence County Airpark,US-OH
Redstone Arsnl Huntsville,HUA,,Redstone Army Air Field,US-AL
Terre Haute,HUF,,"Terre Haute Regional Airport, Hulman Field",US-IN
Houlton,HUL,,Houlton International Airport,US-ME
Houma,HUM,,Houma Terrebonne Airport,US-LA
Hutchinson,HUT,,Hutchinson Municipal Airport,US-KS
Hanksville,HVE,,Hanksville Airport,US-UT
New Haven,HVN,,Tweed New Haven Airport,US-CT
Havre,HVR,,Havre City County Airport,US-MT
Hartsville,HVS,,Hartsville Regional Airport,US-SC
Hayward,HWD,,Hayward Executive Airport,US-CA
Hollywood,HWO,,North Perry Airport,US-FL
Shirley,WSH,,Brookhaven Calabro Airport,US-NY
Hilton Head Island,HHH,,Hilton Head Airport,US-SC
Hyannis,HYA,,Cape Cod Gateway Airport,US-MA
Hayward,HYR,,Sawyer County Airport,US-WI
Hays,HYS,,Hays Regional Airport,US-KS
Hazleton,HZL,,Hazleton Municipal Airport,US-PA
Ashtabula,JFN,,Northeast Ohio Regional Airport,US-OH
Wichita,IAB,,McConnell Air Force Base,US-KS
Dulles,IAD,,Washington Dulles International Airport,US-VA
Niagara Falls,IAG,,Niagara Falls International Airport,US-NY
Houston,IAH,,George Bush Intercontinental Houston Airport,US-TX
Ivanof Bay,KIB,,Ivanof Bay Seaplane Base,US-AK
Clarinda,ICL,,Schenck Field,US-IA
Wichita,ICT,,Wichita Eisenhower National Airport,US-KS
Idaho Falls,IDA,,Idaho Falls Regional Airport,US-ID
Ida Grove,IDG,,Ida Grove Municipal Airport,US-IA
Indiana,IDI,,Indiana County–Jimmy Stewart Airport,US-PA
Independence,IDP,,Independence Municipal Airport,US-KS
Pine Ridge,XPR,,Pine Ridge Airport,US-SD
Iowa Falls,IFA,,Iowa Falls Municipal Airport,US-IA
Bullhead City,IFP,,Laughlin Bullhead International Airport,US-AZ
Kingman,IGM,,Kingman Airport,US-AZ
Jacksonville,IJX,,Jacksonville Municipal Airport,US-IL
Kankakee,IKK,,Greater Kankakee Airport,US-IL
Kilwa,KIL,,Kilwa Airport,CD-HK
Killeen,ILE,,Skylark Field,US-TX
Wilmington,ILG,,Wilmington Airport,US-DE
Wilmington,ILM,,Wilmington International Airport,US-NC
Wilmington,ILN,,Wilmington Airpark,US-OH
Imperial,IML,,Imperial Municipal Airport,US-NE
Immokalee,IMM,,Immokalee Regional Airport,US-FL
Madison,MDN,,Madison Municipal Airport,US-IN
Kingsford,IMT,,Ford Airport,US-MI
Indianapolis,IND,,Indianapolis International Airport,US-IN
Wink,INK,,Winkler County Airport,US-TX
International Falls,INL,,Falls International Airport,US-MN
Indian Springs,INS,,Creech Air Force Base,US-NV
Winston Salem,INT,,Smith Reynolds Airport,US-NC
Winslow,INW,,Winslow Lindbergh Regional Airport,US-AZ
Iowa City,IOW,,Iowa City Municipal Airport,US-IA
Imperial,IPL,,Imperial County Airport,US-CA
Williamsport,IPT,,Williamsport Regional Airport,US-PA
Kira,KIQ,,Kira Airport,PG-NPP
Kirksville,IRK,,Kirksville Regional Airport,US-MO
Sturgis,IRS,,Kirsch Municipal Airport,US-MI
Orlando,ISM,,Kissimmee Gateway Airport,US-FL
Kinston,ISO,,Kinston Regional Jetport At Stallings Field,US-NC
Islip,ISP,,Long Island Mac Arthur Airport,US-NY
Manistique,ISQ,,Schoolcraft County Airport,US-MI
Wisconsin Rapids,ISW,,Alexander Field South Wood County Airport,US-WI
Ithaca,ITH,,Ithaca Tompkins Regional Airport,US-NY
Mesa,AZA,,Phoenix–Mesa Gateway Airport,US-AZ
Ironwood,IWD,,Gogebic Iron County Airport,US-MI
Wiscasset,ISS,,Wiscasset Airport,US-ME
Houston,IWS,,West Houston Airport,US-TX
New Century,JCI,,New Century AirCenter Airport,US-KS
Inyokern,IYK,,Inyokern Airport,US-CA
Santa Ynez,SQA,,Santa Ynez Airport,US-CA
Fryeburg,FRY,,Eastern Slopes Regional Airport,US-ME
Jackson,JAC,,Jackson Hole Airport,US-WY
Jackson,JAN,,Jackson-Medgar Wiley Evers International Airport,US-MS
Jasper,JAS,,Jasper County Airport Bell Field,US-TX
Jacksonville,JAX,,Jacksonville International Airport,US-FL
Jonesboro,JBR,,Jonesboro Municipal Airport,US-AR
Junction,JCT,,Kimble County Airport,US-TX
Jordan,JDN,,Jordan Airport,US-MT
Jefferson City,JEF,,Jefferson City Memorial Airport,US-MO
New York,JFK,,John F Kennedy International Airport,US-NY
Jamestown,JHW,,Chautauqua County-Jamestown Airport,US-NY
Gulf Shores,GUF,,Jack Edwards National Airport,US-AL
Joplin,JLN,,Joplin Regional Airport,US-MO
Jamestown,JMS,,Jamestown Regional Airport,US-ND
Joliet,JOT,,Joliet Regional Airport,US-IL
Concord,USA,,Concord-Padgett Regional Airport,US-NC
Jacksonville,JKV,,Cherokee County Airport,US-TX
Johnstown,JST,,John Murtha Johnstown Cambria County Airport,US-PA
Janesville,JVL,,Southern Wisconsin Regional Airport,US-WI
Blangpidie,KJX,,Kuala Batu Airport,ID-AC
Jackson,JXN,,Jackson County Airport/Reynolds Field,US-MI
Osage Beach,OSB,,Grand Glaize Osage Beach Airport,US-MO
Kitoi Bay,KKB,,Kitoi Bay Seaplane Base,US-AK
King City,KIC,,Mesa Del Rey Airport,US-CA
Karluk Lake,KKL,,Karluk Lake Seaplane Base,US-AK
Kelso,KLS,,Southwest Washington Regional Airport,US-WA
Kanab,KNB,,Kanab Municipal Airport,US-UT
Ekuk,KKU,,Ekuk Airport,US-AK
Death Valley,DTH,,Furnace Creek Airport,US-CA
Borrego Springs,BXS,,Borrego Valley Airport,US-CA
Big Bear,RBF,,Big Bear City Airport,US-CA
Marble Canyon,MYH,,Marble Canyon Airport,US-AZ
Trona,TRH,,Trona Airport,US-CA
Lamar,LAA,,Southeast Colorado Regional Airport,US-CO
West Lafayette,LAF,,Purdue University Airport,US-IN
Lakeland,LAL,,Lakeland Linder International Airport,US-FL
Los Alamos,LAM,,Los Alamos Airport,US-NM
Lansing,LAN,,Capital City Airport,US-MI
Laramie,LAR,,Laramie Regional Airport,US-WY
Las Vegas,LAS,,Harry Reid International Airport,US-NV
Lawton,LAW,,Lawton Fort Sill Regional Airport,US-OK
Los Angeles,LAX,,Los Angeles International Airport,US-CA
Lubbock,LBB,,Lubbock Preston Smith International Airport,US-TX
Latrobe,LBE,,Arnold Palmer Regional Airport,US-PA
North Platte,LBF,,North Platte Regional Airport Lee Bird Field,US-NE
Liberal,LBL,,Liberal Mid-America Regional Airport,US-KS
Lumberton,LBT,,Lumberton Regional Airport,US-NC
Angleton,LJN,,Texas Gulf Coast Regional Airport,US-TX
Lake Charles,LCH,,Lake Charles Regional Airport,US-LA
Laconia / Gilford,LCI,,Laconia Municipal Airport,US-NH
Columbus,LCK,,Rickenbacker International Airport,US-OH
Lake City,LCQ,,Lake City Gateway Airport,US-FL
Linden,LDJ,,Linden Airport,US-NJ
Ludington,LDM,,Mason County Airport,US-MI
Lebanon,LEB,,Lebanon Municipal Airport,US-NH
Leesburg,LEE,,Leesburg International Airport,US-FL
Lemmon,LEM,,Lemmon Municipal Airport,US-SD
Auburn/Lewiston,LEW,,Auburn Lewiston Municipal Airport,US-ME
Lexington,LEX,,Blue Grass Airport,US-KY
Hampton,LFI,,Langley Air Force Base,US-VA
Lufkin,LFK,,Angelina County Airport,US-TX
Lafayette,LFT,,Lafayette Regional Airport,US-LA
New York,LGA,,LaGuardia Airport,US-NY
Long Beach,LGB,,Long Beach Airport (Daugherty Field),US-CA
LaGrange,LGC,,LaGrange Callaway Airport,US-GA
La Grande,LGD,,La Grande/Union County Airport,US-OR
Yuma Proving Ground(Yuma),LGF,,Laguna Army Airfield,US-AZ
Logan,LGU,,Logan-Cache Airport,US-UT
Lock Haven,LHV,,William T. Piper Memorial Airport,US-PA
Hinesville,LIY,,MidCoast Regional Airport at Wright Army Airfield,US-GA
Louisburg,LFN,,Triangle North Executive Airport,US-NC
Limon,LIC,,Limon Municipal Airport,US-CO
Little Rock,LIT,,Bill & Hillary Clinton National Airport/Adams Field,US-AR
Lake Placid,LKP,,Lake Placid Airport,US-NY
Louisa,LOW,,Louisa County Airport / Freeman Field,US-VA
Lakeview,LKV,,Lake County Airport,US-OR
Challis,CHL,,Challis Airport,US-ID
Louisville,LMS,,Louisville Winston County Airport,US-MS
Klamath Falls,LMT,,Crater Lake-Klamath Regional Airport,US-OR
West Palm Beach,LNA,,Palm Beach County Park Airport,US-FL
Lander,LND,,Hunt Field,US-WY
Lincoln,LNK,,Lincoln Airport,US-NE
Willoughby,LNN,,Lake County Executive Airport,US-OH
Wise,LNP,,Lonesome Pine Airport,US-VA
Spring Green,LNR,,Tri-County Regional Airport,US-WI
Lancaster,LNS,,Lancaster Airport,US-PA
Lovelock,LOL,,Derby Field,US-NV
Philadelphia,BBX,,Wings Field,US-PA
Chicago/Romeoville,LOT,,Lewis University Airport,US-IL
Louisville,LOU,,Bowman Field,US-KY
London,LOZ,,London-Corbin Airport/Magee Field,US-KY
Lompoc,LPC,,Lompoc Airport,US-CA
Pickens,LQK,,Pickens County Airport,US-SC
Laredo,LRD,,Laredo International Airport,US-TX
Jacksonville,LRF,,Little Rock Air Force Base,US-AR
Le Mars,LRJ,,Le Mars Municipal Airport,US-IA
Las Cruces,LRU,,Las Cruces International Airport,US-NM
Lordsburg,LSB,,Lordsburg Municipal Airport,US-NM
La Crosse,LSE,,La Crosse Regional Airport,US-WI
Fort Benning,LSF,,Lawson Army Air Field,US-GA
Lusk,LSK,,Lusk Municipal Airport,US-WY
Los Banos,LSN,,Los Banos Municipal Airport,US-CA
Las Vegas,LSV,,Nellis Air Force Base,US-NV
Altus,LTS,,Altus Air Force Base,US-OK
Glendale,LUF,,Luke Air Force Base,US-AZ
Cincinnati,LUK,,Cincinnati Municipal Airport Lunken Field,US-OH
Laurel,LUL,,Hesler Noble Field,US-MS
Livermore,LVK,,Livermore Municipal Airport,US-CA
Lawrenceville,LVL,,Brunswick Municipal Airport,US-VA
Livingston,LVM,,Mission Field,US-MT
Las Vegas,LVS,,Las Vegas Municipal Airport,US-NM
Lewisburg,LWB,,Greenbrier Valley Airport,US-WV
Lawrence,LWC,,Lawrence Municipal Airport,US-KS
Wells,LWL,,Wells Municipal Airport/Harriet Field,US-NV
Lawrence,LWM,,Lawrence Municipal Airport,US-MA
Lewiston,LWS,,Lewiston Nez Perce County Airport,US-ID
Lewistown,LWT,,Lewistown Municipal Airport,US-MT
Lawrenceville,LWV,,Lawrenceville Vincennes International Airport,US-IL
Lexington,LXN,,Jim Kelly Field,US-NE
Leadville,LXV,,Lake County Airport,US-CO
Lynchburg,LYH,,Lynchburg Regional Airport - Preston Glenn Field,US-VA
Lyons,LYO,,Lyons-Rice County Municipal Airport,US-KS
Lawrenceville,LZU,,Gwinnett County Briscoe Field,US-GA
Poplarville,PCU,,Poplarville Pearl River County Airport,US-MS
Malta,MLK,,Malta Airport,US-MT
Macon,MAC,,Macon Downtown Airport,US-GA
Madera,MAE,,Madera Municipal Airport,US-CA
Midland,MAF,,Midland International Air and Space Port,US-TX
Malden,MAW,,Malden Regional Airport,US-MO
Konambe,KMB,,Koinambe Airport,PG-JI
Mobridge,MBG,,Mobridge Municipal Airport,US-SD
Manistee,MBL,,Manistee County Blacker Airport,US-MI
Madison,DXE,,Bruce Campbell Field,US-MS
Saginaw,MBS,,MBS International Airport,US-MI
Moberly,MBY,,Omar N Bradley Airport,US-MO
McComb,MCB,,McComb-Pike County Airport / John E Lewis Field,US-MS
Sacramento,MCC,,McClellan Airfield,US-CA
Mackinac Island,MCD,,Mackinac Island Airport,US-MI
Merced,MCE,,Merced Regional Macready Field,US-CA
Tampa,MCF,,MacDill Air Force Base,US-FL
Kansas City,MCI,,Kansas City International Airport,US-MO
McCook,MCK,,McCook Ben Nelson Regional Airport,US-NE
Macon,MCN,,Middle Georgia Regional Airport,US-GA
Orlando,MCO,,Orlando International Airport,US-FL
Mason City,MCW,,Mason City Municipal Airport,US-IA
San Antonio,MDA,,Martindale Army Heliport,US-TX
Midland,MDD,,Midland Airpark,US-TX
Murphysboro,MDH,,Southern Illinois Airport,US-IL
Madison,XMD,,Madison Municipal Airport,US-SD
Harrisburg,MDT,,Harrisburg International Airport,US-PA
Chicago,MDW,,Chicago Midway International Airport,US-IL
Medford,MDF,,Taylor County Airport,US-WI
Maxton,MXE,,Laurinburg Maxton Airport,US-NC
Meridian,MEI,,Key Field / Meridian Regional Airport,US-MS
Memphis,MEM,,Memphis International Airport,US-TN
Merced,MER,,Castle Airport,US-CA
Minden,MEV,,Minden-Tahoe Airport,US-NV
Mena,UMZ,,Mena Intermountain Municipal Airport,US-AR
Hoieti,KMF,,Kamina Airport,PG-GPK
Mansfield,MFD,,Mansfield Lahm Regional Airport,US-OH
McAllen,MFE,,McAllen Miller International Airport,US-TX
Marshfield,MFI,,Marshfield Municipal Airport,US-WI
Medford,MFR,,Rogue Valley International Medford Airport,US-OR
Melfa,MFV,,Accomack County Airport,US-VA
Michigan City,MGC,,Michigan City Municipal Airport,US-IN
Marietta,MGE,,Dobbins Air Reserve Base,US-GA
Montgomery,MGJ,,Orange County Airport,US-NY
Montgomery,MGM,,Montgomery Regional (Dannelly Field) Airport,US-AL
Moultrie,MGR,,Moultrie Municipal Airport,US-GA
Morgantown,MGW,,Morgantown Municipal Airport Walter L. (Bill) Hart Field,US-WV
Dayton,MGY,,Dayton-Wright Brothers Airport,US-OH
Mitchell,MHE,,Mitchell Municipal Airport,US-SD
Manhattan,MHK,,Manhattan Regional Airport,US-KS
Marshall,MHL,,Marshall Memorial Municipal Airport,US-MO
Sacramento,MHR,,Sacramento Mather Airport,US-CA
Manchester,MHT,,Manchester-Boston Regional Airport,US-NH
Mojave,MHV,,Mojave Airport,US-CA
Miami,MIA,,Miami International Airport,US-FL
Minot,MIB,,Minot Air Force Base,US-ND
Minneapolis,MIC,,Crystal Airport,US-MN
Muncie,MIE,,Delaware County Johnson Field,US-IN
Miami,MIO,,Miami Municipal Airport,US-OK
Shafter,MIT,,Shafter Airport - Minter Field,US-CA
Millville,MIV,,Millville Municipal Airport,US-NJ
Marshalltown,MIW,,Marshalltown Municipal Airport,US-IA
Jackson,MJQ,,Jackson Municipal Airport,US-MN
Toms River,MJX,,Ocean County Airport,US-NJ
Miller,MKA,,Miller Municipal Airport,US-SD
Kansas City,MKC,,Charles B. Wheeler Downtown Airport,US-MO
Milwaukee,MKE,,General Mitchell International Airport,US-WI
Muskegon,MKG,,Muskegon County Airport,US-MI
Jackson,MKL,,McKellar-Sipes Regional Airport,US-TN
Muskogee,MKO,,Muskogee-Davis Regional Airport,US-OK
Mankato,MKT,,Mankato Regional Airport,US-MN
Marco Island,MRK,,Marco Island Executive Airport,US-FL
Melbourne,MLB,,Melbourne Orlando International Airport,US-FL
Mc Alester,MLC,,Mc Alester Regional Airport,US-OK
Malad City,MLD,,Malad City Airport,US-ID
Omaha,MIQ,,Millard Airport,US-NE
Milford,MLF,,Milford Municipal-Ben and Judy Briscoe Field,US-UT
Moline,MLI,,Quad City International Airport,US-IL
Milledgeville,MLJ,,Baldwin County Regional Airport,US-GA
Miles City,MLS,,Miles City Airport - Frank Wiley Field,US-MT
Millinocket,MLT,,Millinocket Municipal Airport,US-ME
Monroe,MLU,,Monroe Regional Airport,US-LA
Kimaam,KMM,,Kimaam Airport,ID-PS
Mammoth Lakes,MMH,,Mammoth Yosemite Airport,US-CA
Athens,MMI,,McMinn County Airport,US-TN
Marshall,MML,,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US-MN
Marks,MMS,,Selfs Airport,US-MS
Eastover,MMT,,Mc Entire Joint National Guard Base,US-SC
Morristown,MMU,,Morristown Municipal Airport,US-NJ
Menominee,MNM,,Menominee–Marinette Twin County Airport,US-MI
Marion,MNN,,Marion Municipal Airport,US-OH
Mobile,MOB,,Mobile Regional Airport,US-AL
Modesto,MOD,,Modesto City Co-Harry Sham Field,US-CA
Mount Pleasant,MOP,,Mount Pleasant Municipal Airport,US-MI
Morristown,MOR,,Morristown Regional Airport,US-TN
Minot,MOT,,Minot International Airport,US-ND
Morris,MOX,,Morris Municipal Airport Charlie Schmidt Field,US-MN
Mariposa,RMY,,Mariposa Yosemite Airport,US-CA
Morrilton,MPJ,,Petit Jean Park Airport,US-AR
Mount Pocono,MPO,,Pocono Mountains Municipal Airport,US-PA
Mc Pherson,MPR,,Mc Pherson Airport,US-KS
Barre/Montpelier,MPV,,Edward F Knapp State Airport,US-VT
Mount Pleasant,MPZ,,Mount Pleasant Municipal Airport,US-IA
Macomb,MQB,,Macomb Municipal Airport,US-IL
Manteo,MEO,,Dare County Regional Airport,US-NC
Coatesville,CTH,,Chester County G O Carlson Airport,US-PA
Mc Rae,MQW,,Telfair Wheeler Airport,US-GA
Smyrna,MQY,,Smyrna Airport,US-TN
Martinsburg,MRB,,Eastern WV Regional Airport/Shepherd Field,US-WV
Columbia/Mount Pleasant,MRC,,Maury County Airport,US-TN
Marfa,MRF,,Marfa Municipal Airport,US-TX
Morganton,MRN,,Foothills Regional Airport,US-NC
Monterey,MRY,,Monterey Peninsula Airport,US-CA
Muscle Shoals,MSL,,Northwest Alabama Regional Airport,US-AL
Madison,MSN,,Dane County Regional Truax Field,US-WI
Missoula,MSO,,Missoula International Airport,US-MT
Minneapolis,MSP,,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US-MN
Massena,MSS,,Massena International Airport Richards Field,US-NY
Monticello,MSV,,Sullivan County International Airport,US-NY
New Orleans,MSY,,Louis Armstrong New Orleans International Airport,US-LA
Mount Clemens,MTC,,Selfridge Air National Guard Base Airport,US-MI
Marathon,MTH,,The Florida Keys Marathon Airport,US-FL
Montrose,MTJ,,Montrose Regional Airport,US-CO
Baltimore,MTN,,Martin State Airport,US-MD
Mattoon,MTO,,Coles County Memorial Airport,US-IL
Montauk,MTP,,Montauk Airport,US-NY
Manitowoc,MTW,,Manitowoc County Airport,US-WI
Fort Indiantown Gap(Annville),MUI,,Muir Army Air Field (Fort Indiantown Gap) Airport,US-PA
Moultrie,MUL,,Spence Airport,US-GA
Mountain Home,MUO,,Mountain Home Air Force Base,US-ID
Muscatine,MUT,,Muscatine Municipal Airport,US-IA
Monroeville,MVC,,Monroe County Aeroplex Airport,US-AL
Montevideo,MVE,,Montevideo Chippewa County Airport,US-MN
Morrisville,MVL,,Morrisville-Stowe State Airport,US-VT
Mount Vernon,MVN,,Mount Vernon Outland Airport,US-IL
Martha's Vineyard,MVY,,Martha's Vineyard Airport,US-MA
Marion,MWA,,Veterans Airport of Southern Illinois,US-IL
Milwaukee,MWC,,Lawrence J Timmerman Airport,US-WI
Moses Lake,MWH,,Grant County International Airport,US-WA
Mineral Wells,MWL,,Mineral Wells Regional Airport,US-TX
Windom,MWM,,Windom Municipal Airport,US-MN
Middletown,MWO,,Middletown Regional Airport,US-OH
Manila,MXA,,Manila Municipal Airport,US-AR
Montgomery,MXF,,Maxwell Air Force Base,US-AL
Monticello,MXO,,Monticello Regional Airport,US-IA
Moser Bay,KMY,,Moser Bay Seaplane Base,US-AK
San Diego,MYF,,Montgomery-Gibbs Executive Airport,US-CA
McCall,MYL,,McCall Municipal Airport,US-ID
Myrtle Beach,MYR,,Myrtle Beach International Airport,US-SC
Marysville,MYV,,Yuba County Airport,US-CA
Marana,MZJ,,Pinal Airpark,US-AZ
Marion,MZZ,,Marion Municipal Airport,US-IN
Cortland,CTX,,Cortland County Chase Field,US-NY
Sidney,SXY,,Sidney Municipal Airport,US-NY
Oneonta,ONH,,Albert S Nader Regional Airport,US-NY
